327031890622164993	0
330425562201993216	0
326796299179548672	0
334548844731826176	0
332500824150392833	0
334424362033762304	0
421708259716636672	0
420942263154249728	0
707088385995890689	0
955356819324657665	0
955363354083766272	0
955408486153715713	0
955367160334946305	0
955358330301681664	0
955380267484622848	0
955357419147878400	0
955405555367055360	0
955380056024649728	0
955364522268741632	0
954868960905834501	0
955000687162781696	0
954995897087287297	0
955017638438109184	0
938206714175873024	0
938175951787249666	0
938285156716171265	0
938389967486836736	0
938182679085961216	0
938370610463494144	0
938388997709221890	0
986489352514691072	0
986516637728813056	0
986372521300844549	0
986626598748262400	0
921792338862755840	0
915928687589150722	0
916212409748115458	0
916324223194488832	0
918515284725596161	0
916234131352244224	0
917344171865837568	0
915956748929945601	0
958054639764520960	0
958056037227073537	0
950463901015183360	0
488744043946729472	0
500558476234743809	0
492372887484239873	0
492263999615295488	0
508357259207143424	0
491623617839759360	0
953547447665680385	0
953540029141405697	0
953537948464623617	0
953557720774397954	0
953556153899905024	0
953544943666106368	0
938612634873729024	0
938803565702926336	0
938775894457507840	0
938798772657836038	0
938762318682492929	0
938812145348825088	0
942480941330714624	0
942465916356448256	0
954468585103134720	0
954470263604895744	0
956635795250712591	0
957138942398214144	0
955693859379572736	0
959782043960868864	0
959715088356831232	0
938536045280415744	0
938537621403439104	0
938459403765903361	0
938510077727821824	0
938494802840182784	0
938478208403550208	0
938463820653170693	0
938502809259069442	0
966022925278154752	0
966023051308601347	0
966028411427786755	0
965993964410195968	0
966074477481164800	0
966043187193307136	0
966029696881381377	0
966017693437571072	0
966020955742048257	0
987033694488670208	0
987054871282114561	0
987035741250379784	0
987078666587967490	0
987040765456117762	0
987059153016377344	0
987068681103519745	0
942459977758801922	0
942461479126732800	0
942464994586910720	0
942462485805830144	0
942461471572840454	0
942463089332584448	0
942462039783608320	0
942464576301477889	0
942461109835059200	0
942462871774121990	0
981029022665723904	0
980602602873290753	0
981208696142299136	0
981255128954163201	0
981217530843975681	0
980820179293818881	0
981170399856664576	0
980908538687082496	0
980488393409875968	0
981266355159752704	0
935202872387567620	0
935260444444545034	0
935233591390425088	0
935366353913032705	0
935270786847387651	0
958237108539416576	0
953453299029561344	0
953445278681415680	0
953439468228399104	0
953436028492279813	0
953412485947805696	0
953485791107301376	0
953423337375531008	0
953444437807509506	0
955360334189088768	0
